collection,slug,url,category,suggestedRisk,declaredYmylRisk,returnsDoseOrTreatment,personalizedRecommendation,hasProfessionalReviewer,currentlyIndexable,currentlyRestricted,matchedTerms,reasons,recommendedAction
calcs,calculadora-ingesta-sodio-diaria-mg-sal-hipertension,/calculadora-ingesta-sodio-diaria-mg-sal-hipertension,salud,medium,low,false,false,false,true,false,"dosis; miligramos; medicacion; tratamiento; diagnostico; sintomas; enfermedad","Dosis/medicación: dosis, miligramos; Tratamiento/retorno deportivo: tratamiento, diagnostico; Señales clínicas: sintomas, enfermedad; Sólo mención en el cuerpo (posible falso positivo)","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-inmobiliario-provincial-pba-tramos,/calculadora-inmobiliario-provincial-pba-tramos,impuestos,medium,low,false,false,false,true,false,tratamiento,"Tratamiento/retorno deportivo: tratamiento; Fuera de contexto de salud (categoría ""impuestos"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-co,calculadora-intereses-cesantias-colombia-enero-2026,/co/calculadora-intereses-cesantias-colombia-enero-2026,finanzas,medium,low,false,false,false,true,false,tratamiento,"Tratamiento/retorno deportivo: tratamiento; Fuera de contexto de salud (categoría ""finanzas"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-ve,calculadora-intereses-prestaciones-sociales-venezuela,/ve/calculadora-intereses-prestaciones-sociales-venezuela,laboral,medium,low,false,false,false,true,false,tratamiento,"Tratamiento/retorno deportivo: tratamiento; Fuera de contexto de salud (categoría ""laboral"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-es,calculadora-irnr-no-residentes-alquiler-vivienda-espana,/es/calculadora-irnr-no-residentes-alquiler-vivienda-espana,impuestos,medium,low,false,false,false,true,false,tratamiento,"Tratamiento/retorno deportivo: tratamiento; Fuera de contexto de salud (categoría ""impuestos"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-es,calculadora-irpf-alquiler-vivienda-arrendador-espana,/es/calculadora-irpf-alquiler-vivienda-arrendador-espana,impuestos,medium,low,false,false,false,true,false,tratamiento,"Tratamiento/retorno deportivo: tratamiento; Fuera de contexto de salud (categoría ""impuestos"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-es,calculadora-irpf-capital-mobiliario-intereses-dividendos-espana,/es/calculadora-irpf-capital-mobiliario-intereses-dividendos-espana,impuestos,medium,low,false,false,false,true,false,diagnostico,"Tratamiento/retorno deportivo: diagnostico; Fuera de contexto de salud (categoría ""impuestos"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-irpf-cataluna-2026-asalariado,/calculadora-irpf-cataluna-2026-asalariado,impuestos,medium,low,false,false,false,true,false,rehabilitacion,"Tratamiento/retorno deportivo: rehabilitacion; Fuera de contexto de salud (categoría ""impuestos"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-ve,calculadora-islr-venezuela-2026,/ve/calculadora-islr-venezuela-2026,impuestos,medium,low,false,false,false,true,false,tratamiento,"Tratamiento/retorno deportivo: tratamiento; Fuera de contexto de salud (categoría ""impuestos"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-co,calculadora-isr-anual-colombia-personas-naturales-cedulas,/co/calculadora-isr-anual-colombia-personas-naturales-cedulas,impuestos,medium,low,false,false,false,true,false,tratamiento,"Tratamiento/retorno deportivo: tratamiento; Fuera de contexto de salud (categoría ""impuestos"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-mx,calculadora-isr-premios-loteria-mexico-2026,/mx/calculadora-isr-premios-loteria-mexico-2026,impuestos,medium,low,false,false,false,true,false,tratamiento,"Tratamiento/retorno deportivo: tratamiento; Fuera de contexto de salud (categoría ""impuestos"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-do,calculadora-isr-republica-dominicana,/do/calculadora-isr-republica-dominicana,impuestos,medium,low,false,false,false,true,false,tratamiento,"Tratamiento/retorno deportivo: tratamiento; Fuera de contexto de salud (categoría ""impuestos"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-mx,calculadora-isr-retiro-ppr-afore-voluntario-anticipado-mexico,/mx/calculadora-isr-retiro-ppr-afore-voluntario-anticipado-mexico,impuestos,medium,low,false,false,false,true,false,tratamiento,"Tratamiento/retorno deportivo: tratamiento; Fuera de contexto de salud (categoría ""impuestos"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-co,calculadora-iva-colombia-19-porciento-tarifa-general,/co/calculadora-iva-colombia-19-porciento-tarifa-general,impuestos,medium,low,false,false,false,true,false,tratamiento,"Tratamiento/retorno deportivo: tratamiento; Fuera de contexto de salud (categoría ""impuestos"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-co,calculadora-iva-frontera-paso-fronterizo-colombia-zonas-especiales,/co/calculadora-iva-frontera-paso-fronterizo-colombia-zonas-especiales,impuestos,medium,low,false,false,false,true,false,tratamiento,"Tratamiento/retorno deportivo: tratamiento; Fuera de contexto de salud (categoría ""impuestos"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-cl,calculadora-iva-importacion-chile-aduanas-tope-30-dolares,/cl/calculadora-iva-importacion-chile-aduanas-tope-30-dolares,impuestos,medium,low,false,false,false,true,false,tratamiento,"Tratamiento/retorno deportivo: tratamiento; Fuera de contexto de salud (categoría ""impuestos"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-pt-pt,calculadora-iva-portugal,/pt-pt/calculadora-iva-portugal,impuestos,medium,low,false,false,false,true,false,medicamento,Sólo mención en el cuerpo (posible falso positivo),"REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-jet-lag-recuperacion-horas-diferencia-dias,/calculadora-jet-lag-recuperacion-horas-diferencia-dias,viajes,medium,low,false,false,false,true,false,"dosis; medicamento; diagnostico; sintomas","Dosis/medicación: dosis; Tratamiento/retorno deportivo: diagnostico; Señales clínicas: sintomas; Sólo mención en el cuerpo (posible falso positivo)","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-jet-lag-zonas-horarias-adaptacion-dias,/calculadora-jet-lag-zonas-horarias-adaptacion-dias,viajes,medium,low,false,false,false,true,false,"dosis; suplemento; sintomas","Dosis/medicación: dosis; Señales clínicas: sintomas; Sólo mención en el cuerpo (posible falso positivo)","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-jubilacion-minima-anses,/calculadora-jubilacion-minima-anses,finanzas,medium,low,false,false,false,true,false,medicacion,Sólo mención en el cuerpo (posible falso positivo),"REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-lactosa-alimento-intolerancia,/calculadora-lactosa-alimento-intolerancia,salud,medium,low,false,false,false,true,false,"dosis; diagnostico; sintomas; enfermedad","Dosis/medicación: dosis; Tratamiento/retorno deportivo: diagnostico; Señales clínicas: sintomas, enfermedad; Sólo mención en el cuerpo (posible falso positivo)","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-ladrillos-por-m2-construccion,/calculadora-ladrillos-por-m2-construccion,construccion,medium,low,false,false,false,true,false,dosis,"Dosis/medicación: dosis; Fuera de contexto de salud (categoría ""construccion"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-lavandina-dilucion-litros-ml,/calculadora-lavandina-dilucion-litros-ml,vida,medium,low,false,false,false,true,false,"dosis; gotas","Dosis/medicación: dosis, gotas; Fuera de contexto de salud (categoría ""vida"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-leche-materna-formula,/calculadora-leche-materna-formula,salud,medium,low,false,false,false,true,false,"ml/kg; diagnostico; alimentacion complementaria; papilla","Dosis/medicación: ml/kg; Tratamiento/retorno deportivo: diagnostico; Alimentación de bebés: alimentacion complementaria, papilla; Sólo mención en el cuerpo (posible falso positivo)","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-lectura-velocidad-paginas-hora-wpm,/calculadora-lectura-velocidad-paginas-hora-wpm,educacion,medium,low,false,false,false,true,false,diagnostico,"Tratamiento/retorno deportivo: diagnostico; Fuera de contexto de salud (categoría ""educacion"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-es,calculadora-letras-tesoro-espana-3-6-12-meses-rentabilidad,/es/calculadora-letras-tesoro-espana-3-6-12-meses-rentabilidad,finanzas,medium,low,false,false,false,true,false,tratamiento,"Tratamiento/retorno deportivo: tratamiento; Fuera de contexto de salud (categoría ""finanzas"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-leudado-pan-levadura-tiempo-temperatura,/calculadora-leudado-pan-levadura-tiempo-temperatura,cocina,medium,low,false,false,false,true,false,dosis,"Dosis/medicación: dosis; Fuera de contexto de salud (categoría ""cocina"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-licencia-examen-estudiante-trabajador-art-149-lct,/calculadora-licencia-examen-estudiante-trabajador-art-149-lct,finanzas,medium,low,false,false,false,true,false,enfermedad,"Señales clínicas: enfermedad; Fuera de contexto de salud (categoría ""finanzas"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-mx,calculadora-licencia-maternidad-mexico-imss-12-semanas,/mx/calculadora-licencia-maternidad-mexico-imss-12-semanas,familia,medium,low,false,false,false,true,false,"diagnostico; enfermedad","Tratamiento/retorno deportivo: diagnostico; Señales clínicas: enfermedad; Sólo mención en el cuerpo (posible falso positivo)","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-cl,calculadora-licencia-medica-chile-pago-subsidio-isapre-fonasa,/cl/calculadora-licencia-medica-chile-pago-subsidio-isapre-fonasa,finanzas,medium,low,false,false,false,true,false,"tratamiento; diagnostico; rehabilitacion; enfermedad","Tratamiento/retorno deportivo: tratamiento, diagnostico, rehabilitacion; Señales clínicas: enfermedad; Fuera de contexto de salud (categoría ""finanzas"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-pe,calculadora-licencia-paternidad-peru,/pe/calculadora-licencia-paternidad-peru,familia,medium,low,false,false,false,true,false,enfermedad,"Señales clínicas: enfermedad; Sólo mención en el cuerpo (posible falso positivo)","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-uy,calculadora-licencia-uruguay,/uy/calculadora-licencia-uruguay,finanzas,medium,low,false,false,false,true,false,enfermedad,"Señales clínicas: enfermedad; Fuera de contexto de salud (categoría ""finanzas"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-ec,calculadora-liquidacion-finiquito-ecuador,/ec/calculadora-liquidacion-finiquito-ecuador,finanzas,medium,low,false,false,false,true,false,tratamiento,"Tratamiento/retorno deportivo: tratamiento; Fuera de contexto de salud (categoría ""finanzas"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs-co,calculadora-liquidacion-laboral-colombia-completa-cesantias,/co/calculadora-liquidacion-laboral-colombia-completa-cesantias,finanzas,medium,low,false,false,false,true,false,tratamiento,"Tratamiento/retorno deportivo: tratamiento; Fuera de contexto de salud (categoría ""finanzas"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-lluvia-captacion-techo-m3-anual,/calculadora-lluvia-captacion-techo-m3-anual,medio-ambiente,medium,low,false,false,false,true,false,tratamiento,"Tratamiento/retorno deportivo: tratamiento; Fuera de contexto de salud (categoría ""medio-ambiente"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-luz-solar-horas-planta,/calculadora-luz-solar-horas-planta,jardineria,medium,low,false,false,false,true,false,sintomas,"Señales clínicas: sintomas; Fuera de contexto de salud (categoría ""jardineria"") — probable falso positivo","REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
calcs,calculadora-macros-dash-hipertension,/calculadora-macros-dash-hipertension,salud,medium,low,false,false,false,true,false,"medicacion; magnesio",Sólo mención en el cuerpo (posible falso positivo),"REVISIÓN HUMANA: mención de término sensible en el cuerpo; probable falso positivo"
