prioridad,winnability,categoria,slug,keyword_ganable,intent,keywords_alt,razon
4,WINNABLE,mascotas,water-turtle-diet-weight-age,how much to feed a water turtle calculator by weight,Cuánto darle de comer a una tortuga acuática según peso/edad,aquatic turtle food portion by weight and age | how many pellets to feed a turtle by size,"Nicho reptil muy específico, SERP = foros/blogs de tortugas. Cero agregador de calc. Gap claro. Ganable con demanda modesta."
2,MARGINAL,construccion,water-heater-capacity-calculator,what size water heater do i need per person,Litros/tamaño de termotanque según personas del hogar,water heater tank size calculator by household | water heater liters per person calculator,"'water heater size calculator' tiene competencia de marcas y homedepot/lowes; ganable con el ángulo 'per person / by household'. Vol muy alto (11104), vale el esfuerzo."
3,MARGINAL,automotor,car-depreciation-annual-residual-value,annual car depreciation calculator residual value by year,Project a car's year-by-year depreciation and residual value,how much does a new car depreciate per year | car value loss year by year calculator,"'kbb car value' target is a KBB brand/nav mismatch (HOPELESS on its own). The real depreciation-calculator SERP has aggregators (omni, edmunds) but the year-by-year residual angle leaves room with effort."
3,MARGINAL,automotor,conversion-torque-nm-lb-ft-kgm,torque converter nm to lb ft to kg m,"Convert torque between Nm, lb-ft and kg-m",newton meters to foot pounds converter | kg m to nm torque conversion,Unit converters are largely owned by Google's own widget + calculator.net/unitconverters. The tri-unit (adds kg·m) angle is slightly more specific but conversion is a saturated space. Current 'lb to kg conversion' is a m
3,MARGINAL,automotor,stopping-distance-speed-friction,stopping distance calculator by speed and road condition,"Calculate total stopping distance from speed, reaction time and friction",stopping distance at 60 mph on wet road | total stopping distance reaction plus braking calculator,"Generic 'stopping distance calculator' owned by omnicalculator, calculator.academy, miniwebtool. Winnable only via value-specific long-tail (speed x road condition). Current 'stopping distance formula' is informational, "
3,MARGINAL,automotor,tire-diameter-calculator,tire size to diameter calculator 205 55 r16,Convert a tire size code to actual diameter,convert tire size to actual diameter | tire diameter from sidewall spec calculator,"Real niche demand but tire-size calculators are a crowded space (tacomaworld, tiresize.com, 1010tires). Winnable with the size-code specificity, but competition is entrenched."
3,MARGINAL,automotor,trip-fuel-cost-calculator,trip fuel cost calculator by distance and fuel price,"Calculate fuel cost for a trip from distance, efficiency and price",how much fuel will my trip cost calculator | gas cost for a trip calculator per liter,"Real demand but 'trip fuel cost / gas cost' has established players (fuelcostcalculator, thefuelcostcalculator, some AAA). Winnable with effort via the per-liter (non-US) framing, but crowded."
3,MARGINAL,ciencia,buoyancy-force-volume,buoyant force calculator archimedes principle,"Calculate buoyant force from fluid density, volume and gravity",buoyant force from density and volume calculator | archimedes buoyancy force formula calculator,"Physics tool space where omnicalculator/calculatorsoup rank, but 'buoyant force' is specific enough (vs generic) that a well-built calc with a reference table has a chance. Modest volume."
3,MARGINAL,ciencia,doppler-effect-frequency-calculator,doppler effect frequency calculator moving source,Calculate perceived sound frequency via the Doppler effect,perceived frequency doppler shift calculator | doppler effect calculator sound source approaching,Physics term with omni/calctool presence; the 'what is the doppler effect' target is informational (dominated by education giants). Winnable only via the moving-source frequency-shift calculator angle.
3,MARGINAL,ciencia,friction-force-coefficient,friction force calculator f = μN,Calculate friction force from coefficient of friction and normal force,friction force from coefficient and normal force | calculate friction force mu times normal force,Common physics term with omni/calculatorsoup presence. The f=μN specificity + coefficient table gives a shot on the long-tail; 'friction coefficient' alone is informational.
3,MARGINAL,ciencia,gas-ideal-pv-nrt,ideal gas law calculator solve for moles pv=nrt,"Solve PV=nRT for moles, pressure, volume or temperature",pv=nrt calculator solve for n | ideal gas law solve for pressure volume temperature,PV=nRT is a popular chem tool with omnicalculator/calculatorsoup ranking; 'ideal gas law formula' target is informational. Winnable only via the solve-for-moles specific angle with effort.
3,MARGINAL,ciencia,hookes-law-spring-force,hooke's law calculator spring force and constant,"Solve Hooke's law (F=kx) for force, spring constant or deformation",spring constant calculator f = kx | hooke's law solve for deformation calculator,Popular physics term with omni/calculatorsoup presence but solving-for-k / deformation multi-mode gives a specific-intent opening. Modest demand.
3,MARGINAL,ciencia,ph-hydrogen-ion-concentration,pH from hydrogen ion concentration calculator,Calculate pH from hydrogen ion concentration [H+],calculate pH from [H+] concentration | pH = -log[H+] calculator,"pH calculators are common (omni, sensorex) but the specific 'from [H+] concentration' direction plus worked examples gives a long-tail opening. Modest student demand."
3,MARGINAL,ciencia,radioactive-decay-half-life,radioactive decay calculator by half-life,Calcular cuántos átomos o qué porcentaje queda de un radioisótopo tras un tiempo dado,remaining atoms after half-life calculator | percentage of radioisotope remaining calculator,'Half-life calculator' genérico lo tiene omnicalculator/calculator.net. El ángulo 'atoms/percentage remaining after decay' es más ganable pero compite con guías educativas fuertes.
3,MARGINAL,ciencia,specific-heat-calculator,specific heat calculator Q=mc delta T,Calcular la energía calorífica Q necesaria para un cambio de temperatura,heat energy calculator mass specific heat temperature | Q mcat calculator joules,"Volumen alto (4445) pero 'specific heat calculator' lo domina calculator.net/omnicalculator. El keyword actual 'specific heat of water' es un dato/tabla, no la calc. Ganable solo con el ángulo fórmula Q=mcΔT muy específi"
3,MARGINAL,ciencia,wave-frequency-wavelength-velocity,wavelength frequency calculator v=lambda f,"Calcular longitud de onda, frecuencia o velocidad de onda con v=λf",calculate wavelength from frequency | wave velocity from wavelength and frequency,"'wavelength frequency calculator' es semi-genérico y omnicalculator/calculator.net lo cubren. Ganable con el ángulo v=λf multi-solve + reftable, pero SERP competida."
3,MARGINAL,cocina,coffee-water-ratio-brewing-calculator,coffee to water ratio french press calculator,La proporción exacta de café y agua por método de preparación,pour over coffee ratio calculator grams | coffee water ratio by brew method chart,Volumen enorme (41k) pero la SERP está saturada de calculadoras de marcas de café + omnicalculator/gigacalculator. El head 'coffee to water ratio calculator' es difícil; los long-tails por método (french press/pour over)
3,MARGINAL,cocina,cups-to-grams-converter,cups to grams converter baking ingredients,Convertir tazas a gramos para ingredientes de repostería,cups to grams flour sugar butter | baking cup to gram conversion chart,"Volumen alto (5205) pero conversión muy genérica que compite con kingarthurbaking, allrecipes y agregadores de conversión. 'grams to cups' (keyword actual) es la dirección inversa. Ganable solo por ingrediente específico"
3,MARGINAL,cocina,homemade-pizza-dough-grams-guests,pizza dough calculator grams per person,Cuántos gramos de masa de pizza por invitado con ingredientes,pizza dough weight per guest calculator | homemade pizza dough amount for x people,"Volumen HEAD gigante (292k) marcado como 'homemade pizza dough' — pero ese head es semi-genérico y compite con pizzamaking.com, sitios de dough calc dedicados (pizza-calc) y recetas de alta DR. El long-tail 'grams per gu"
3,MARGINAL,cocina,intermittent-fasting-16-8-calculator,16/8 intermittent fasting schedule calculator,Calcular la ventana de alimentación y hora de romper el ayuno 16/8,when to break fast calculator 16 8 | intermittent fasting eating window calculator,"Volumen alto (21617) pero territorio salud/dieta popular con competencia fuerte (healthline, app landing pages, dietdoctor). El ángulo 'schedule/eating window desde última comida' es más específico y marginalmente ganabl"
3,MARGINAL,cocina,oven-temperature-conversion-calculator,oven temperature conversion fahrenheit celsius gas mark,"Convertir temperatura de horno entre F, C y gas mark con ajuste de convección",oven temp F to C converter | convection oven temperature adjustment calculator,Conversión de horno muy buscada pero cubierta por agregadores de conversión y sitios de cocina grandes (bbcgoodfood). El ángulo 3-way F/C/gas mark + fan adjustment da algo de gap. Marginal.
3,MARGINAL,cocina,teaspoon-to-grams-converter,teaspoon to grams converter salt sugar spices,"Convertir cucharaditas a gramos según el ingrediente (sal, azúcar, especias)",how many grams in a teaspoon of salt | tsp to grams by ingredient chart,Volumen decente (1331) pero conversión bastante genérica que compite con sitios de conversión y cocina grandes. El keyword actual 'how many grams in a teaspoon' es el head; ganable solo por ingrediente específico + tabla
3,MARGINAL,construccion,air-conditioning-btu-room-calculator,how many btu to cool a room by square meters,Cuántos BTU necesita el aire para enfriar una habitación,room air conditioner btu sizing calculator | btu calculator for room size cooling load,'btu calculator' genérico lo domina calculator.net; ganable solo con el ángulo 'by square meters / room sizing' más específico. Vol real.
3,MARGINAL,construccion,concrete-mix-ratio-calculator,how many bags of cement per cubic meter of concrete,"Bolsas de cemento, arena y grava por m³ según dosificación",concrete mix ratio cement sand gravel per m3 | m20 concrete bags of cement per m3,'concrete calculator' genérico lo domina calculator.net; ganable con el ángulo específico 'bags of cement per m3 / mix ratio M20'.
3,MARGINAL,construccion,curtain-fabric-window-calculator,how much curtain fabric do i need per window,Cuánta tela de cortina por ventana según ancho y fullness,curtain fabric calculator by window width fullness | fabric yardage calculator for curtains,"Verifiqué SERP: omnicalculator presente pero mezclada con tiendas de tela de nicho (Sailrite, Scion); ganable con esfuerzo apuntando 'per window / fullness'."
